"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2007",45.518951,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2008",47.282993,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2009",36.810467,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2010",33.993057,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2011",31.830694,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2013",28.168535,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2014",27.335983,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2015",24.417831,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2016",24.507227,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2017",20.082815,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2018",20.947176,
"TUR","NEET","15_19_WOMEN","PC_AGE","A","2019",21.193035,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2005",65.977577,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2006",65.514809,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2007",62.628773,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2008",62.518196,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2009",60.755707,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2010",57.491676,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2011",54.610195,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2013",49.290916,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2014",51.010281,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2015",47.608456,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2016",47.327393,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2017",47.133026,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2018",44.806671,
"TUR","NEET","20_24_WOMEN","PC_AGE","A","2019",44.419308,
"GBR","NEET","15_19_MEN","PC_AGE","A","2005",9.6737642,
"GBR","NEET","15_19_MEN","PC_AGE","A","2006",11.479849,
"GBR","NEET","15_19_MEN","PC_AGE","A","2007",11.359417,
"GBR","NEET","15_19_MEN","PC_AGE","A","2008",10.282275,
"GBR","NEET","15_19_MEN","PC_AGE","A","2009",10.233274,
"GBR","NEET","15_19_MEN","PC_AGE","A","2010",10.579494,
"GBR","NEET","15_19_MEN","PC_AGE","A","2011",10.435472,
"GBR","NEET","15_19_MEN","PC_AGE","A","2012",10.332135,
"GBR","NEET","15_19_MEN","PC_AGE","A","2013",10.113519,
"GBR","NEET","15_19_MEN","PC_AGE","A","2014",9.0749836,
"GBR","NEET","15_19_MEN","PC_AGE","A","2015",8.7413454,
"GBR","NEET","15_19_MEN","PC_AGE","A","2016",8.690855,
"GBR","NEET","15_19_MEN","PC_AGE","A","2017",9.5609169,
"GBR","NEET","15_19_MEN","PC_AGE","A","2018",9.5661688,
"GBR","NEET","15_19_MEN","PC_AGE","A","2019",10.250301,
"GBR","NEET","20_24_MEN","PC_AGE","A","2005",12.783603,
"GBR","NEET","20_24_MEN","PC_AGE","A","2006",15.225765,
"GBR","NEET","20_24_MEN","PC_AGE","A","2007",14.23613,
"GBR","NEET","20_24_MEN","PC_AGE","A","2008",14.261694,
"GBR","NEET","20_24_MEN","PC_AGE","A","2009",17.519989,
"GBR","NEET","20_24_MEN","PC_AGE","A","2010",16.675438,
"GBR","NEET","20_24_MEN","PC_AGE","A","2011",17.08147,
"GBR","NEET","20_24_MEN","PC_AGE","A","2012",18.235842,
"GBR","NEET","20_24_MEN","PC_AGE","A","2013",16.419294,
"GBR","NEET","20_24_MEN","PC_AGE","A","2014",14.878262,
"GBR","NEET","20_24_MEN","PC_AGE","A","2015",12.791474,
"GBR","NEET","20_24_MEN","PC_AGE","A","2016",12.579209,
"GBR","NEET","20_24_MEN","PC_AGE","A","2017",11.660728,
"GBR","NEET","20_24_MEN","PC_AGE","A","2018",13.078115,
"GBR","NEET","20_24_MEN","PC_AGE","A","2019",12.343375,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2005",9.0091629,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2006",10.347369,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2007",10.036887,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2008",9.2371702,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2009",8.9353695,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2010",9.3685455,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2011",8.5400572,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2012",8.8128748,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2013",7.9441762,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2014",7.7885618,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2015",8.677928,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2016",8.1635656,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2017",7.8765635,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2018",8.2550116,
"GBR","NEET","15_19_WOMEN","PC_AGE","A","2019",6.9362416,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2005",20.773388,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2006",21.151287,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2007",21.810631,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2008",22.471724,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2009",20.790405,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2010",22.080391,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2011",21.228027,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2012",22.305174,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2013",21.784037,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2014",19.203342,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2015",18.543911,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2016",17.459217,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2017",14.194449,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2018",15.359799,
"GBR","NEET","20_24_WOMEN","PC_AGE","A","2019",14.883011,
"USA","NEET","15_19_MEN","PC_AGE","A","2005",5.8685894,
"USA","NEET","15_19_MEN","PC_AGE","A","2006",6.1599879,
"USA","NEET","15_19_MEN","PC_AGE","A","2007",5.9759851,
"USA","NEET","15_19_MEN","PC_AGE","A","2008",7.5294461,
"USA","NEET","15_19_MEN","PC_AGE","A","2009",9.0646658,
"USA","NEET","15_19_MEN","PC_AGE","A","2010",8.1149435,
"USA","NEET","15_19_MEN","PC_AGE","A","2011",7.2859077,
"USA","NEET","15_19_MEN","PC_AGE","A","2012",8.2586689,
"USA","NEET","15_19_MEN","PC_AGE","A","2013",8.6782427,
"USA","NEET","15_19_MEN","PC_AGE","A","2014",8.1288795,
"USA","NEET","15_19_MEN","PC_AGE","A","2015",7.132853,
"USA","NEET","15_19_MEN","PC_AGE","A","2016",7.025291,
"USA","NEET","15_19_MEN","PC_AGE","A","2017",7.7485313,
"USA","NEET","15_19_MEN","PC_AGE","A","2018",7.1781731,
"USA","NEET","15_19_MEN","PC_AGE","A","2019",7.0585461,
"USA","NEET","20_24_MEN","PC_AGE","A","2005",12.324943,
"USA","NEET","20_24_MEN","PC_AGE","A","2006",12.346036,
"USA","NEET","20_24_MEN","PC_AGE","A","2007",12.991643,
"USA","NEET","20_24_MEN","PC_AGE","A","2008",15.927515,
"USA","NEET","20_24_MEN","PC_AGE","A","2009",19.342686,
"USA","NEET","20_24_MEN","PC_AGE","A","2010",18.200386,
"USA","NEET","20_24_MEN","PC_AGE","A","2011",16.533152,
"USA","NEET","20_24_MEN","PC_AGE","A","2012",15.974417,
"USA","NEET","20_24_MEN","PC_AGE","A","2013",17.769484,
"USA","NEET","20_24_MEN","PC_AGE","A","2014",14.660889,
"USA","NEET","20_24_MEN","PC_AGE","A","2015",13.710921,
"USA","NEET","20_24_MEN","PC_AGE","A","2016",14.387304,
"USA","NEET","20_24_MEN","PC_AGE","A","2017",12.624781,
"USA","NEET","20_24_MEN","PC_AGE","A","2018",14.020668,
"USA","NEET","20_24_MEN","PC_AGE","A","2019",12.733258,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2005",6.3493357,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2006",7.1708455,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2007",7.2280817,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2008",7.7066617,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2009",8.5166321,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2010",7.1665783,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2011",7.0032334,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2012",7.0366569,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2013",8.1682205,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2014",7.0536323,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2015",6.8868628,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2016",7.5318723,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2017",6.7794509,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2018",7.0420413,
"USA","NEET","15_19_WOMEN","PC_AGE","A","2019",6.4216409,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2005",18.743923,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2006",18.897135,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2007",19.485182,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2008",18.550787,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2009",20.806969,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2010",20.661186,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2011",20.508821,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2012",19.413916,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2013",19.784811,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2014",20.336693,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2015",17.808023,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2016",16.315702,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2017",15.878669,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2018",15.622899,
"USA","NEET","20_24_WOMEN","PC_AGE","A","2019",14.15159,
"ARG","NEET","15_19_MEN","PC_AGE","A","2018",12.753144,
"ARG","NEET","20_24_MEN","PC_AGE","A","2018",17.759809,
"ARG","NEET","15_19_WOMEN","PC_AGE","A","2018",15.485047,
"ARG","NEET","20_24_WOMEN","PC_AGE","A","2018",31.818766,
"BRA","NEET","15_19_MEN","PC_AGE","A","2007",10.401866,
"BRA","NEET","15_19_MEN","PC_AGE","A","2008",10.050727,
"BRA","NEET","15_19_MEN","PC_AGE","A","2009",10.582326,
"BRA","NEET","15_19_MEN","PC_AGE","A","2011",11.558194,
"BRA","NEET","15_19_MEN","PC_AGE","A","2012",11.376014,
"BRA","NEET","15_19_MEN","PC_AGE","A","2013",12.144464,
"BRA","NEET","15_19_MEN","PC_AGE","A","2014",12.022226,
"BRA","NEET","15_19_MEN","PC_AGE","A","2015",13.81909,
"BRA","NEET","15_19_MEN","PC_AGE","A","2016",14.202561,
"BRA","NEET","15_19_MEN","PC_AGE","A","2017",15.688408,
"BRA","NEET","15_19_MEN","PC_AGE","A","2018",15.938824,
"BRA","NEET","20_24_MEN","PC_AGE","A","2007",13.681257,
"BRA","NEET","20_24_MEN","PC_AGE","A","2008",13.387999,
"BRA","NEET","20_24_MEN","PC_AGE","A","2009",13.93973,
"BRA","NEET","20_24_MEN","PC_AGE","A","2011",16.280853,
"BRA","NEET","20_24_MEN","PC_AGE","A","2012",14.350417,
"BRA","NEET","20_24_MEN","PC_AGE","A","2013",15.23781,
"BRA","NEET","20_24_MEN","PC_AGE","A","2014",14.634121,
"BRA","NEET","20_24_MEN","PC_AGE","A","2015",19.115091,
"BRA","NEET","20_24_MEN","PC_AGE","A","2016",21.116726,
"BRA","NEET","20_24_MEN","PC_AGE","A","2017",23.31496,
"BRA","NEET","20_24_MEN","PC_AGE","A","2018",22.919271,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2007",19.234364,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2008",17.694962,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2009",17.527712,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2011",14.359468,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2012",19.228411,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2013",19.392244,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2014",19.653343,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2015",20.613998,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2016",21.261703,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2017",22.561434,
"BRA","NEET","15_19_WOMEN","PC_AGE","A","2018",21.605679,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2007",33.06596,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2008",31.691832,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2009",32.545128,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2011",32.454617,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2012",32.932896,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2013",32.57053,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2014",31.663361,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2015",35.287704,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2016",35.486874,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2017",36.661736,
"BRA","NEET","20_24_WOMEN","PC_AGE","A","2018",36.671871,
"CHL","NEET","15_19_MEN","PC_AGE","A","2009",15.069592,
"CHL","NEET","15_19_MEN","PC_AGE","A","2011",13.459714,
"CHL","NEET","15_19_MEN","PC_AGE","A","2013",10.182833,
"CHL","NEET","15_19_MEN","PC_AGE","A","2015",10.113621,
"CHL","NEET","15_19_MEN","PC_AGE","A","2017",9.891818,
"CHL","NEET","20_24_MEN","PC_AGE","A","2009",20.25234,
"CHL","NEET","20_24_MEN","PC_AGE","A","2011",15.930169,
"CHL","NEET","20_24_MEN","PC_AGE","A","2013",15.351548,
"CHL","NEET","20_24_MEN","PC_AGE","A","2015",14.986399,
"CHL","NEET","20_24_MEN","PC_AGE","A","2017",17.203632,
"CHL","NEET","15_19_WOMEN","PC_AGE","A","2009",19.002748,
"CHL","NEET","15_19_WOMEN","PC_AGE","A","2011",19.044481,
"CHL","NEET","15_19_WOMEN","PC_AGE","A","2013",15.418489,
"CHL","NEET","15_19_WOMEN","PC_AGE","A","2015",12.826563,
"CHL","NEET","15_19_WOMEN","PC_AGE","A","2017",13.609529,
"CHL","NEET","20_24_WOMEN","PC_AGE","A","2009",34.639957,
"CHL","NEET","20_24_WOMEN","PC_AGE","A","2011",32.947609,
"CHL","NEET","20_24_WOMEN","PC_AGE","A","2013",26.679243,
"CHL","NEET","20_24_WOMEN","PC_AGE","A","2015",26.350346,
"CHL","NEET","20_24_WOMEN","PC_AGE","A","2017",26.431679,
"COL","NEET","15_19_MEN","PC_AGE","A","2013",12.920369,
"COL","NEET","15_19_MEN","PC_AGE","A","2014",13.659822,
"COL","NEET","15_19_MEN","PC_AGE","A","2015",12.343636,
"COL","NEET","15_19_MEN","PC_AGE","A","2016",13.010173,
"COL","NEET","15_19_MEN","PC_AGE","A","2017",13.123394,
"COL","NEET","15_19_MEN","PC_AGE","A","2018",14.041953,
"COL","NEET","15_19_MEN","PC_AGE","A","2019",15.562419,
"COL","NEET","20_24_MEN","PC_AGE","A","2013",12.93559,
"COL","NEET","20_24_MEN","PC_AGE","A","2014",12.911803,
"COL","NEET","20_24_MEN","PC_AGE","A","2015",12.152189,
"COL","NEET","20_24_MEN","PC_AGE","A","2016",13.175787,
"COL","NEET","20_24_MEN","PC_AGE","A","2017",13.702074,
"COL","NEET","20_24_MEN","PC_AGE","A","2018",14.621714,
"COL","NEET","20_24_MEN","PC_AGE","A","2019",15.543909,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2013",24.424061,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2014",23.712301,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2015",23.84672,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2016",23.245869,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2017",24.773342,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2018",25.087027,
"COL","NEET","15_19_WOMEN","PC_AGE","A","2019",25.469303,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2013",37.060547,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2014",36.106728,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2015",36.59034,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2016",35.150425,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2017",35.6105,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2018",37.2766,
"COL","NEET","20_24_WOMEN","PC_AGE","A","2019",38.485039,
"EST","NEET","15_19_MEN","PC_AGE","A","2005",4.1963272,
"EST","NEET","15_19_MEN","PC_AGE","A","2006",3.178678,
"EST","NEET","15_19_MEN","PC_AGE","A","2007",7.5265355,
"EST","NEET","15_19_MEN","PC_AGE","A","2008",4.6265955,
"EST","NEET","15_19_MEN","PC_AGE","A","2009",8.99084,
"EST","NEET","15_19_MEN","PC_AGE","A","2010",6.5379729,
"EST","NEET","15_19_MEN","PC_AGE","A","2011",6.9637971,
"EST","NEET","15_19_MEN","PC_AGE","A","2012",6.2762175,
"EST","NEET","15_19_MEN","PC_AGE","A","2013",5.757133,
"EST","NEET","15_19_MEN","PC_AGE","A","2014",7.4829726,
"EST","NEET","15_19_MEN","PC_AGE","A","2015",5.1392016,
"EST","NEET","15_19_MEN","PC_AGE","A","2016",3.1107502,
"EST","NEET","15_19_MEN","PC_AGE","A","2017",7.543879,
"EST","NEET","15_19_MEN","PC_AGE","A","2018",10.585314,
"EST","NEET","15_19_MEN","PC_AGE","A","2019",3.6814468,
"EST","NEET","20_24_MEN","PC_AGE","A","2005",10.66551,
"EST","NEET","20_24_MEN","PC_AGE","A","2006",10.248716,
"EST","NEET","20_24_MEN","PC_AGE","A","2007",13.887223,
"EST","NEET","20_24_MEN","PC_AGE","A","2008",9.6494789,
"EST","NEET","20_24_MEN","PC_AGE","A","2009",21.361488,
"EST","NEET","20_24_MEN","PC_AGE","A","2010",24.170101,
"EST","NEET","20_24_MEN","PC_AGE","A","2011",15.235156,
"EST","NEET","20_24_MEN","PC_AGE","A","2012",14.924528,
"EST","NEET","20_24_MEN","PC_AGE","A","2013",14.558621,
"EST","NEET","20_24_MEN","PC_AGE","A","2014",15.99075,
"EST","NEET","20_24_MEN","PC_AGE","A","2015",11.805628,
"EST","NEET","20_24_MEN","PC_AGE","A","2016",10.486507,
"EST","NEET","20_24_MEN","PC_AGE","A","2017",9.298708,
"EST","NEET","20_24_MEN","PC_AGE","A","2018",12.731948,
"EST","NEET","20_24_MEN","PC_AGE","A","2019",9.4580479,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2005",6.1634641,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2006",4.2239585,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2007",3.8668385,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2008",5.1134667,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2009",6.8844447,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2010",5.6759591,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2011",5.7965484,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2012",7.29914,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2013",3.4309678,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2014",6.440537,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2017",3.8689954,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2018",7.2550831,
"EST","NEET","15_19_WOMEN","PC_AGE","A","2019",3.2067773,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2005",21.954136,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2006",20.478792,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2007",16.687107,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2008",11.662871,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2009",18.234858,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2010",20.653847,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2011",16.341761,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2012",19.297319,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2013",19.269329,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2014",16.295336,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2015",18.375416,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2016",17.590313,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2017",17.332552,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2018",11.664701,
"EST","NEET","20_24_WOMEN","PC_AGE","A","2019",12.149915,
"ISR","NEET","15_19_MEN","PC_AGE","A","2005",27.366037,
"ISR","NEET","15_19_MEN","PC_AGE","A","2006",26.050749,
"ISR","NEET","15_19_MEN","PC_AGE","A","2007",23.677416,
"ISR","NEET","15_19_MEN","PC_AGE","A","2008",22.065535,
"ISR","NEET","15_19_MEN","PC_AGE","A","2009",23.984951,
"ISR","NEET","15_19_MEN","PC_AGE","A","2010",24.047176,
"ISR","NEET","15_19_MEN","PC_AGE","A","2011",24.362526,
"ISR","NEET","15_19_MEN","PC_AGE","A","2012",10.696255,
"ISR","NEET","15_19_MEN","PC_AGE","A","2013",9.4491625,
"ISR","NEET","15_19_MEN","PC_AGE","A","2014",8.1518011,
"ISR","NEET","15_19_MEN","PC_AGE","A","2015",9.0519247,
"ISR","NEET","15_19_MEN","PC_AGE","A","2016",8.5880709,
"ISR","NEET","15_19_MEN","PC_AGE","A","2017",6.9132228,
"ISR","NEET","15_19_MEN","PC_AGE","A","2018",9.5305786,
"ISR","NEET","15_19_MEN","PC_AGE","A","2019",9.2930326,
"ISR","NEET","20_24_MEN","PC_AGE","A","2005",46.181908,
"ISR","NEET","20_24_MEN","PC_AGE","A","2006",46.296337,
"ISR","NEET","20_24_MEN","PC_AGE","A","2007",43.388565,
"ISR","NEET","20_24_MEN","PC_AGE","A","2008",40.373802,
"ISR","NEET","20_24_MEN","PC_AGE","A","2009",42.319614,
"ISR","NEET","20_24_MEN","PC_AGE","A","2010",43.086449,
"ISR","NEET","20_24_MEN","PC_AGE","A","2011",44.664322,
"ISR","NEET","20_24_MEN","PC_AGE","A","2012",15.734827,
"ISR","NEET","20_24_MEN","PC_AGE","A","2013",14.77366,
"ISR","NEET","20_24_MEN","PC_AGE","A","2014",15.226274,
"ISR","NEET","20_24_MEN","PC_AGE","A","2015",15.850469,
"ISR","NEET","20_24_MEN","PC_AGE","A","2016",15.186701,
"ISR","NEET","20_24_MEN","PC_AGE","A","2017",14.920932,
"ISR","NEET","20_24_MEN","PC_AGE","A","2018",15.374314,
"ISR","NEET","20_24_MEN","PC_AGE","A","2019",16.156952,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2005",25.487257,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2006",24.849012,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2007",27.899311,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2008",22.430038,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2009",25.389927,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2010",23.106911,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2011",24.018015,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2012",10.743206,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2013",8.6635275,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2014",7.4380221,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2015",8.6084566,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2016",6.6016183,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2017",8.029088,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2018",8.2292337,
"ISR","NEET","15_19_WOMEN","PC_AGE","A","2019",7.1097488,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2005",36.994236,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2006",35.722584,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2007",35.742973,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2008",34.621887,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2009",32.327477,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2010",31.810102,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2011",29.930061,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2012",21.810095,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2013",21.220402,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2014",21.933727,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2015",21.306776,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2016",20.779507,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2017",19.868147,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2018",18.689362,
"ISR","NEET","20_24_WOMEN","PC_AGE","A","2019",20.189434,
"LVA","NEET","15_19_MEN","PC_AGE","A","2005",6.1071148,
"LVA","NEET","15_19_MEN","PC_AGE","A","2006",6.8031206,
"LVA","NEET","15_19_MEN","PC_AGE","A","2007",6.2291169,
"LVA","NEET","15_19_MEN","PC_AGE","A","2008",7.2587981,
"LVA","NEET","15_19_MEN","PC_AGE","A","2009",9.105751,
"LVA","NEET","15_19_MEN","PC_AGE","A","2010",6.5647998,
"LVA","NEET","15_19_MEN","PC_AGE","A","2011",6.4886947,
"LVA","NEET","15_19_MEN","PC_AGE","A","2012",7.8448462,
"LVA","NEET","15_19_MEN","PC_AGE","A","2013",3.4240172,
"LVA","NEET","15_19_MEN","PC_AGE","A","2014",3.9439609,
"LVA","NEET","15_19_MEN","PC_AGE","A","2015",2.3934324,
"LVA","NEET","15_19_MEN","PC_AGE","A","2016",5.1646662,
"LVA","NEET","15_19_MEN","PC_AGE","A","2017",3.5212352,
"LVA","NEET","15_19_MEN","PC_AGE","A","2018",3.4310653,
"LVA","NEET","15_19_MEN","PC_AGE","A","2019",3.7365854,
"LVA","NEET","20_24_MEN","PC_AGE","A","2005",16.605404,
"LVA","NEET","20_24_MEN","PC_AGE","A","2006",10.517203,
"LVA","NEET","20_24_MEN","PC_AGE","A","2007",12.546116,
"LVA","NEET","20_24_MEN","PC_AGE","A","2008",11.602867,
"LVA","NEET","20_24_MEN","PC_AGE","A","2009",28.544615,
"LVA","NEET","20_24_MEN","PC_AGE","A","2010",35.200897,
"LVA","NEET","20_24_MEN","PC_AGE","A","2011",24.748169,
"LVA","NEET","20_24_MEN","PC_AGE","A","2012",22.110256,
"LVA","NEET","20_24_MEN","PC_AGE","A","2013",15.416103,
"LVA","NEET","20_24_MEN","PC_AGE","A","2014",16.856689,
"LVA","NEET","20_24_MEN","PC_AGE","A","2015",11.794446,
"LVA","NEET","20_24_MEN","PC_AGE","A","2016",18.394829,
"LVA","NEET","20_24_MEN","PC_AGE","A","2017",18.651442,
"LVA","NEET","20_24_MEN","PC_AGE","A","2018",13.167502,
